0,1,2,3,4,5,6,7,8,9,10,11
0.5053503215312958,0.999742431769846,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.48847508430480957,0.9995937872445211,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.45162439346313477,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.22486358880996704,0.9201654121279716,0.999121161410585,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.28914618492126465,0.9879749687388539,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.2856445908546448,0.9578311741352081,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.17725706100463867,0.9158967807888985,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.12244272232055664,0.8885428011417389,0.9994169599376619,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.4870065450668335,0.9992078948998824,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.46372973918914795,0.9991557720350102,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.43955785036087036,0.9994698003865778,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3300972580909729,0.9753653854131699,0.9998959276053938,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.1967625617980957,0.9300859346985817,0.9999358360146289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.2598007321357727,0.9457032158970833,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.16888374090194702,0.9304993376135826,0.9998129172599874,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.13555043935775757,0.9024481177330017,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.43613070249557495,0.9913815753534436,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.4144260883331299,0.9997556716843974,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.4810689091682434,0.9998480535723502,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.45641040802001953,0.9992634001537226,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.252662718296051,0.9508416205644608,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3029528260231018,0.9778979923576117,0.9957361938431859,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.2168942093849182,0.9764150511473417,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.13989585638046265,0.9333487898111343,0.9999102891597431,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.4793702960014343,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.4511801600456238,0.999861324307858,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.41849827766418457,0.9999657840926375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.4072411060333252,0.9992824061191641,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3226386308670044,0.9989827793324366,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.2234155535697937,0.9514878243207932,0.9931433773599565,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.15612822771072388,0.8910748735070229,0.9961668429896235,0.9997769150650129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.128851056098938,0.9010513797402382,0.9955486571416259,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.442354679107666,0.9994140685885213,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5565799176692963,0.999960408800689,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.4432806372642517,0.9995542079559527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.4503787159919739,0.9897850714623928,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.4552159309387207,0.9994408817146905,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
