0,1,2,3,4,5,6,7,8,9,10,11
0.10938793420791626,0.42201530933380127,0.7857217341661453,0.9979546330869198,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.15969353914260864,0.591307133436203,0.8834913894534111,0.9812180232256651,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.11236125230789185,0.4563378095626831,0.8165772259235382,0.9990385726559907,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.2915535569190979,0.6465409398078918,0.8119209408760071,0.9298035129904747,0.9380893222987652,0.9451612010598183,0.9567218124866486,1.0,1.0,1.0,1.0,1.0
0.5693127512931824,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.480976402759552,0.9936286369338632,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.42423439025878906,0.9935557269491255,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5031045079231262,0.9997914711711928,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.14769411087036133,0.5833949148654938,0.9020779132843018,0.9879576927050948,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.14531409740447998,0.5326721966266632,0.7838325202465057,0.9008196592330933,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.13139206171035767,0.5001331567764282,0.9280125647783279,0.9644136540591717,0.9835704676806927,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.13768762350082397,0.44470542669296265,0.7189038693904877,0.8309144675731659,0.9960565753281116,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5363305509090424,0.9538483954966068,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5245993733406067,0.9995196242525708,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.43370383977890015,0.9993743653176352,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.41633933782577515,0.9992703972384334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.12273049354553223,0.4460555911064148,0.7002557516098022,0.9602643847465515,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.1169581413269043,0.49786919355392456,0.833990216255188,0.9994840680155903,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.11438661813735962,0.48548728227615356,0.8329541683197021,0.9385604560375214,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.14486163854599,0.5814621150493622,0.9011730924248695,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.2925114631652832,0.5894023180007935,0.6846719980239868,0.7585062831640244,0.8265612721443176,0.9443938136100769,1.0,1.0,1.0,1.0,1.0,1.0
0.3588072657585144,0.9979012343101203,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
