0,1,2,3,4,5,6,7,8,9,10,11
0.30852097272872925,0.7129582762718201,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3900012969970703,0.8111181110143661,0.9993716633180156,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.28162360191345215,0.6800917088985443,0.9447912648320198,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.29674893617630005,0.6121236085891724,0.8980995118618011,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.7058262526988983,0.9991002805181779,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.7321723401546478,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5096639096736908,0.9368273094296455,0.9703915305435658,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.46268731355667114,0.989678829908371,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.4053346514701843,0.909359373152256,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.35027486085891724,0.8534408807754517,0.9767889119684696,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.2998194694519043,0.7477489709854126,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.22498828172683716,0.5821216106414795,0.8287558853626251,0.9674914106726646,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5360495448112488,0.8582249879837036,0.9278559982776642,0.9947135471738875,0.9949883781373501,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.7422112822532654,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5586434900760651,0.987142838537693,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.478638231754303,0.9924907460808754,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.31476861238479614,0.8030106723308563,0.998392058419995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3306673765182495,0.8153658360242844,0.9985069185495377,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3483700156211853,0.8474110215902328,0.971005018800497,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3046290874481201,0.8463238328695297,0.9998267220362322,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3044090270996094,0.6064609885215759,0.8361944407224655,0.9474564865231514,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.6592306196689606,0.9998623740975745,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5463002324104309,0.999596104666125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.4765564203262329,0.9878104841336608,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.29121118783950806,0.7988526076078415,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.32461297512054443,0.878050409257412,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.2803243398666382,0.7708755284547806,0.9661681689321995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.27181774377822876,0.7417262196540833,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.20270222425460815,0.5188532769680023,0.6829308867454529,0.8640347123146057,0.9128711447119713,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5386914610862732,0.9653008878231049,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.6003699004650116,0.9998642592836404,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.6264832317829132,0.9999360145593528,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.456840455532074,0.9452989920973778,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5001940429210663,0.9204431101679802,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.4535871744155884,0.9067524969577789,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.49079030752182007,0.9578530006110668,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.251983106136322,0.6262376308441162,0.8895373269915581,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.41852259635925293,0.7599987834692001,0.8490619659423828,0.999733675562311,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.49454206228256226,0.9822018146514893,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
